community,plot,number,species,family,dbh,height,ba
MDF,14,207,Terminalia_mucronata,Combretaceae,16.56,13,215.3825658
DEF,10,1337,Garcinia_cowa,Clusiaceae,1.59,2.5,1.985565097
DEF,12,2310,Rothmannia_sootepensis,Rubiaceae,1.27,2.5,1.266768698
MDF,16,849,Lagerstroemia_undulata,Lythraceae,17.2,20,232.3521927
DDF,3,1279,Quercus_kerrii,Fagaceae,7.64,6,45.84337664
DDF,6,3100,Rapanea_yunnanensis,Primulaceae,2.55,5,5.107051557
DDF,4,2532,Shorea_obtusa,Dipterocarpaceae ,6.05,4,28.74753628
DDF,4,2454,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.87,2,6.469246132
DDF,1,183,Semecarpus_anacardium,Anacardiaceae,6.37,6.5,31.86902274
MDF,14,258,Terminalia_mucronata,Combretaceae,10.83,16,92.11848665
DDF,5,2691,Glochidion_sphaerogynum,Phyllanthaceae,1.91,3,2.86521104
MDF,15,429,Millettia_kangensis,Fabaceae,21.02,15,347.0206387
DDF,3,1784,Shorea_obtusa,Dipterocarpaceae ,2.87,1.5,6.469246132
DDF,6,3388,Lithocarpus_lindleyanus,Fagaceae,1.91,3,2.86521104
MDF,16,573,Pterocarpus_macrocarpus,Fabaceae,26.43,17,548.6358815
DDF,4,2422,Shorea_siamensis,Dipterocarpaceae ,6.69,4,35.15135874
DDF,4,2033,Irvingia_malayana,Irvingiaceae,1.11,1.5,0.967689077
DDF,1,224,Aporosa_villosa,Phyllanthaceae,8.6,10,58.08804816
DEF,9,890,Styrax_benzoides,Styracaceae,20.06,15,316.0470484
MDF,14,193,Lagerstroemia_duperreana,Lythraceae,20.06,13,316.0470484
DDF,1,295,Craibiodendron_stellatum,Ericaceae,2.23,2.5,3.905706527
DDF,3,1317,Shorea_obtusa,Dipterocarpaceae ,19.75,15,306.3543711
DEF,10,1384,Cananga_odorata,Annonaceae,1.59,2,1.985565097
DDF,2,854,Quercus_kerrii,Fagaceae,2.23,2,3.905706527
DEF,10,1156,Castanopsis_acuminatissima,Fagaceae,1.27,3,1.266768698
MDF,16,697,Terminalia_mucronata,Combretaceae,4.78,5,17.9450914
MDF,14,337,Lagerstroemia_duperreana,Lythraceae,1.59,2.5,1.985565097
DEF,8,396,Dipterocarpus_turbinatus,Dipterocarpaceae ,1.91,3,2.86521104
DEF,10,1300,Siphonodon_celastrineus,Celastraceae,1.91,3,2.86521104
DDF,6,3181,Dipterocarpus_tuberculatus,Dipterocarpaceae ,31.21,17,765.0281552
DEF,11,1539,Baccaurea_ramiflora,Phyllanthaceae,0.64,2,0.321699088
DDF,1,21,Shorea_obtusa,Dipterocarpaceae ,12.74,11,127.4760909
DEF,7,164,Xylia_xylocarpa,Fabaceae,24.52,20,472.2052519
DDF,6,3006,Lithocarpus_polystachyus,Fagaceae,2.23,3,3.905706527
DDF,4,2154,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,2.5,9.621127502
DEF,12,1975,Lithocarpus_fenestus,Fagaceae,4.78,5,17.9450914
MDF,15,548,Millettia_kangensis,Fabaceae,4.14,4,13.46141036
DEF,9,831,Rothmannia_sootepensis,Rubiaceae,0.96,1.8,0.723822947
DDF,3,1525,Schoepfia_fragrans,Olacaceae,2.87,4,6.469246132
DEF,12,1865,Rothmannia_sootepensis,Rubiaceae,5.41,5,22.98711199
DEF,10,1248,Pittosporopsis_kerrii,Icacinaceae,3.82,4,11.46084416
MDF,15,534,Terminalia_mucronata,Combretaceae,4.3,6.5,14.52201204
DDF,3,1730,Tristaniopsis_burmanica,Myrtaceae,1.27,2.5,1.266768698
MDF,17,905,Protium_serratum,Burseraceae,12.42,10,121.1526933
MDF,16,700,Canarium_subulatum,Burseraceae,18.79,17,277.2958957
DDF,4,1992,Gluta_usitata,Anacardiaceae,3.5,5,9.621127502
DDF,5,2576,Craibiodendron_stellatum,Ericaceae,1.59,2,1.985565097
DEF,11,1469,Eriobotrya_bengalensis,Rosaceae,2.87,4,6.469246132
DDF,2,657,Tristaniopsis_burmanica,Myrtaceae,4.14,2.5,13.46141036
DDF,5,2745,Aporosa_villosa,Phyllanthaceae,9.39,4,69.2502054
DEF,9,804,Elaeocarpus_sphaericus,Elaeocarpaceae,1.91,2.5,2.86521104
DDF,4,1924,Shorea_obtusa,Dipterocarpaceae ,2.23,2,3.905706527
DDF,3,1342,Dipterocarpus_obtusifolius,Dipterocarpaceae ,23.89,14,448.2519431
DDF,1,14,Shorea_obtusa,Dipterocarpaceae ,18.47,12,267.9314363
DDF,2,702,Tristaniopsis_burmanica,Myrtaceae,2.23,4,3.905706527
DDF,3,1399,Shorea_obtusa,Dipterocarpaceae ,5.1,5,20.42820623
DDF,2,750,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.87,2.5,6.469246132
DEF,10,992,Castanopsis_acuminatissima,Fagaceae,0.64,1.8,0.321699088
DDF,3,1258,Lithocarpus_tenuinervis,Fagaceae,8.6,7,58.08804816
MDF,16,572,Tectona_grandis,Lamiaceae,12.1,8,114.9901451
MDF,14,325,Tectona_grandis,Lamiaceae,29.94,20,704.0337411
DEF,10,1019,Ardisia_colorata,Myrsinaceae,0.96,1.5,0.723822947
DEF,10,1331,Lepisanthes_rubiginosa,Sapindaceae,1.27,2,1.266768698
DEF,10,1282,Castanopsis_acuminatissima,Fagaceae,0.64,2,0.321699088
MDF,16,871,Aporosa_villosa,Phyllanthaceae,1.91,2.5,2.86521104
DDF,2,1087,Craibiodendron_stellatum,Ericaceae,1.91,2,2.86521104
MDF,13,165,Antidesma_acidum,Phyllanthaceae,1.75,2,2.405281875
DEF,7,188,Lithocarpus_fenestus,Fagaceae,14.01,12,154.1580301
DEF,7,5,Canthium_berberidifolium,Rubiaceae,1.59,2.5,1.985565097
DDF,1,123,Gluta_usitata,Anacardiaceae,8.28,9,53.84564145
DDF,4,2380,Shorea_siamensis,Dipterocarpaceae ,10.19,7,81.55268223
DEF,10,976,Castanopsis_acuminatissima,Fagaceae,0.96,2.5,0.723822947
DDF,5,2705,Wendlandia_tinctoria,Rubiaceae,3.82,5,11.46084416
DEF,11,1434,Syzygium_albiflorum,Myrtaceae,1.43,2.5,1.606060704
DEF,11,1555,Evodia_roxburghiana,Rutaceae,2.23,4,3.905706527
DEF,7,242,Elaeocarpus_sphaericus,Elaeocarpaceae,1.59,3,1.985565097
DDF,2,1225,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.18,3,7.942260388
DEF,11,1439,Phoebe_lanceolata,Lauraceae,2.23,3,3.905706527
DDF,2,601,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,3,17.9450914
DEF,8,556,Lagerstroemia_undulata,Lythraceae,12.1,13,114.9901451
DDF,5,2697,Tristaniopsis_burmanica,Myrtaceae,1.27,2,1.266768698
DEF,11,1554,Cryptocarya_pallens,Lauraceae,0.64,1.6,0.321699088
DEF,11,1756,Lindera_metcalfiana,Lauraceae,0.64,1.5,0.321699088
MDF,15,435,Lagerstroemia_duperreana,Lythraceae,6.05,8,28.74753628
DDF,3,1400,Aporosa_villosa,Phyllanthaceae,11.46,6,103.1475974
DEF,12,2137,Aporosa_octandra,Phyllanthaceae,1.59,3,1.985565097
DDF,5,2701,Craibiodendron_stellatum,Ericaceae,1.59,2,1.985565097
DDF,6,3323,Dipterocarpus_tuberculatus,Dipterocarpaceae ,18.47,12,267.9314363
MDF,16,699,Pterocarpus_macrocarpus,Fabaceae,11.46,13,103.1475974
DDF,2,858,Tristaniopsis_burmanica,Myrtaceae,2.23,3,3.905706527
DDF,5,2667,Gluta_usitata,Anacardiaceae,13.38,9,140.605435
DEF,9,805,Nephelium_hypoleucum,Sapindaceae,0.96,2,0.723822947
MDF,13,41,Lannea_coromandelica,Anacardiaceae,22.77,21,407.2076634
DDF,4,2230,Shorea_siamensis,Dipterocarpaceae ,7.01,6,38.59454429
DDF,2,681,Lithocarpus_polystachyus,Fagaceae,2.23,3,3.905706527
MDF,14,197,Lagerstroemia_duperreana,Lythraceae,15.29,13,183.6136028
DDF,3,1294,Quercus_kerrii,Fagaceae,5.41,5,22.98711199
DDF,1,350,Buchanania_lanzan,Anacardiaceae,4.14,5,13.46141036
DDF,5,2754,Quercus_brandisiana,Fagaceae,21.34,12,357.6668679
DDF,4,2191,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,1.8,11.46084416
DDF,3,1782,Shorea_obtusa,Dipterocarpaceae ,3.5,4,9.621127502
DEF,9,808,Sandoricum_koetjape,Meliaceae,3.82,3,11.46084416
DEF,11,1586,Lindera_metcalfiana,Lauraceae,2.55,6,5.107051557
DDF,5,2841,Aporosa_villosa,Phyllanthaceae,9.24,5.5,67.05541024
MDF,14,176,Tectona_grandis,Lamiaceae,16.88,14,223.7869544
DDF,3,1759,Tristaniopsis_burmanica,Myrtaceae,3.18,3,7.942260388
DEF,9,776,Magnolia_baillonii,Magnoliaceae,47.77,38,1792.257325
DDF,4,2456,Shorea_siamensis,Dipterocarpaceae ,5.73,3.5,25.78689936
MDF,14,205,Pterocarpus_macrocarpus,Fabaceae,23.89,15,448.2519431
DEF,10,1268,Pittosporopsis_kerrii,Icacinaceae,0.96,2,0.723822947
DEF,7,328,Phoebe_lanceolata,Lauraceae,2.55,4,5.107051557
DEF,11,1777,Garcinia_cowa,Clusiaceae,0.96,1.6,0.723822947
DEF,12,2213,Rothmannia_sootepensis,Rubiaceae,3.18,4.5,7.942260388
DEF,10,1329,Lindera_metcalfiana,Lauraceae,3.82,7,11.46084416
DDF,6,3237,Styrax_benzoides,Styracaceae,1.27,3,1.266768698
MDF,15,540,Lagerstroemia_duperreana,Lythraceae,2.87,5,6.469246132
DEF,7,100,Colona_elobata,Tiliaceae,2.23,2,3.905706527
DEF,12,2191,Quercus_kingiana,Fagaceae,21.66,13,368.4739466
DEF,8,583,Styrax_benzoides,Styracaceae,1.91,3,2.86521104
DEF,8,472,Rothmannia_sootepensis,Rubiaceae,2.87,4,6.469246132
DDF,1,217,Shorea_siamensis,Dipterocarpaceae ,12.1,8,114.9901451
DDF,3,1642,Lithocarpus_tenuinervis,Fagaceae,3.82,5,11.46084416
DEF,11,1519,Olea_salicifolia,Oleaceae,1.27,2.5,1.266768698
MDF,16,595,Artocarpus_gomezianus,Moraceae,1.27,2,1.266768698
MDF,14,349,Phyllanthus_columnaris,Phyllanthaceae,2.23,4,3.905706527
DEF,10,1355,Adinandra_integerrima,Pentaphylaceae,3.18,4,7.942260388
DEF,9,902,Rothmannia_sootepensis,Rubiaceae,4.14,4,13.46141036
DDF,3,1590,Tristaniopsis_burmanica,Myrtaceae,2.87,4,6.469246132
DEF,8,424,Lithocarpus_fenestus,Fagaceae,1.59,2,1.985565097
DEF,7,213,Colona_flagrocarpa,Tiliaceae,1.91,3,2.86521104
DDF,1,319,Vitex_peduncularis,Verbenaceae,2.87,4,6.469246132
DDF,4,2399,Tristaniopsis_burmanica,Myrtaceae,3.82,5,11.46084416
DEF,12,2275,Lithocarpus_fenestus,Fagaceae,2.55,4,5.107051557
DDF,4,2520,Dipterocarpus_obtusifolius,Dipterocarpaceae ,20.7,13,336.535259
DDF,6,3324,Dipterocarpus_tuberculatus,Dipterocarpaceae ,20.06,14,316.0470484
DDF,2,1128,Tristaniopsis_burmanica,Myrtaceae,1.59,3,1.985565097
DDF,3,1239,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.78,4,17.9450914
DEF,7,32,Wendlandia_tinctoria,Rubiaceae,14.01,12,154.1580301
DDF,4,2527,Dipterocarpus_obtusifolius,Dipterocarpaceae ,23.89,14,448.2519431
DEF,8,537,Turpinia_pomifera,Staphyleaceae,6.37,5.5,31.86902274
DEF,7,196,Rothmannia_sootepensis,Rubiaceae,2.23,2,3.905706527
DDF,2,904,Tristaniopsis_burmanica,Myrtaceae,1.91,2.5,2.86521104
DDF,3,1858,Gluta_usitata,Anacardiaceae,3.82,4,11.46084416
DDF,1,4,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.41,3.5,22.98711199
MDF,14,299,Lagerstroemia_loudonii,Lythraceae,19.11,17,286.8212046
DDF,5,2564,Craibiodendron_stellatum,Ericaceae,1.27,2,1.266768698
MDF,15,436,Lagerstroemia_duperreana,Lythraceae,16.08,16,203.0775757
DDF,6,3284,Wendlandia_tinctoria,Rubiaceae,1.59,2,1.985565097
DDF,6,2997,Dalbergia_cana,Fabaceae,1.91,2,2.86521104
DEF,10,1164,Evodia_roxburghiana,Rutaceae,1.59,4,1.985565097
DDF,2,912,Quercus_kerrii,Fagaceae,1.59,3.5,1.985565097
DDF,6,3358,Shorea_obtusa,Dipterocarpaceae ,14.97,7,176.0084353
DEF,7,113,Vitex_peduncularis,Verbenaceae,2.55,4,5.107051557
DEF,9,753,Rothmannia_sootepensis,Rubiaceae,3.5,3.5,9.621127502
DDF,4,2387,Shorea_obtusa,Dipterocarpaceae ,19.11,7,286.8212046
DDF,2,873,Craibiodendron_stellatum,Ericaceae,2.23,2.5,3.905706527
DDF,2,474,Craibiodendron_stellatum,Ericaceae,5.41,5,22.98711199
DEF,10,1399,Cryptocarya_pallens,Lauraceae,1.27,2,1.266768698
DEF,10,1022,Castanopsis_acuminatissima,Fagaceae,0.64,1.8,0.321699088
DEF,11,1413,Siphonodon_celastrineus,Celastraceae,1.91,4,2.86521104
DDF,2,1007,Gluta_usitata,Anacardiaceae,1.91,2.5,2.86521104
DEF,7,357,Ixora_cibdela,Rubiaceae,1.91,3,2.86521104
DEF,10,1407,Syzygium_albiflorum,Myrtaceae,9.87,9,76.51105434
MDF,13,8,Canarium_subulatum,Burseraceae,12.9,17,130.6981084
DDF,4,1972,Dillenia_obovata,Dilleniaceae,2.23,2,3.905706527
DEF,9,724,Rapanea_yunnanensis,Primulaceae,3.5,5,9.621127502
DDF,4,2162,Shorea_siamensis,Dipterocarpaceae ,5.1,5,20.42820623
DEF,8,385,Melodorum_fruticosum,Annonaceae,0.96,2,0.723822947
DDF,2,537,Dipterocarpus_obtusifolius,Dipterocarpaceae ,7.64,7,45.84337664
DEF,8,393,Beilschmiedia_gammieana,Lauraceae,3.82,6,11.46084416
DEF,7,330,Lithocarpus_fenestus,Fagaceae,76.43,34,4587.938636
DEF,9,796,Phoebe_lanceolata,Lauraceae,3.18,4,7.942260388
DEF,11,1640,Mangifera_pentandra,Anacardiaceae,1.91,4,2.86521104
DEF,12,1987,Engelhardia_serrata,Juglandaceae,2.23,3,3.905706527
DDF,1,321,Tristaniopsis_burmanica,Myrtaceae,4.14,3,13.46141036
DEF,9,828,Dipterocarpus_turbinatus,Dipterocarpaceae ,3.82,4,11.46084416
DEF,12,1924,Rapanea_yunnanensis,Primulaceae,0.96,2,0.723822947
DEF,10,1288,Glochidion_sphaerogynum,Phyllanthaceae,1.27,3,1.266768698
DEF,11,1818,Xylia_xylocarpa,Fabaceae,7.64,5,45.84337664
DDF,2,817,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,1.8,11.46084416
DEF,11,1590,Lindera_metcalfiana,Lauraceae,1.59,3,1.985565097
DDF,4,2270,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.1,6,20.42820623
MDF,14,216,Lagerstroemia_duperreana,Lythraceae,16.08,14,203.0775757
MDF,13,101,Tectona_grandis,Lamiaceae,11.94,12,111.9691896
DEF,7,300,Lithocarpus_fenestus,Fagaceae,2.87,4,6.469246132
DDF,2,705,Tristaniopsis_burmanica,Myrtaceae,2.23,4,3.905706527
MDF,16,607,Shorea_siamensis,Dipterocarpaceae ,28.34,20,630.7969332
MDF,17,957,Pterocarpus_macrocarpus,Fabaceae,24.2,20,459.9605804
DDF,2,563,Quercus_kerrii,Fagaceae,5.41,6,22.98711199
DEF,9,710,Lithocarpus_fenestus,Fagaceae,3.18,4,7.942260388
DDF,4,2117,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.41,5,22.98711199
DEF,12,1844,Rothmannia_sootepensis,Rubiaceae,5.41,6,22.98711199
DDF,3,1580,Tristaniopsis_burmanica,Myrtaceae,2.55,3,5.107051557
DDF,4,2317,Bridelia_retusa,Euphorbiaceae,3.18,2,7.942260388
MDF,13,56,Shorea_siamensis,Dipterocarpaceae ,15.61,20,191.3796198
DEF,7,106,Colona_flagrocarpa,Tiliaceae,3.18,2.5,7.942260388
DEF,11,1658,Nephelium_hypoleucum,Sapindaceae,1.91,3.5,2.86521104
DDF,1,248,Dalbergia_dongnaiensis,Fabacese,1.91,2.5,2.86521104
DDF,1,254,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,2.5,9.621127502
DEF,8,546,Mangifera_pentandra,Anacardiaceae,3.82,4,11.46084416
DDF,3,1522,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.18,2.5,7.942260388
DDF,3,1608,Gluta_usitata,Anacardiaceae,4.14,6,13.46141036
DEF,8,493,Turpinia_pomifera,Staphyleaceae,5.1,5,20.42820623
DDF,5,2581,Gluta_usitata,Anacardiaceae,8.92,5,62.49130443
DEF,11,1598,Castanopsis_diversifolia,Fagaceae,4.78,5,17.9450914
DDF,2,747,Tristaniopsis_burmanica,Myrtaceae,1.59,3,1.985565097
MDF,15,489,Tectona_grandis,Lamiaceae,26.75,23,562.0014733
DEF,9,651,Nephelium_hypoleucum,Sapindaceae,1.59,2,1.985565097
DEF,9,687,Sterculia_pexa,Malvaceae,0.96,1.8,0.723822947
DEF,10,1270,Eriobotrya_bengalensis,Rosaceae,2.23,4,3.905706527
DDF,6,3268,Tristaniopsis_burmanica,Myrtaceae,1.27,3,1.266768698
DDF,4,2417,Buchanania_lanzan,Anacardiaceae,2.55,2.2,5.107051557
DEF,8,403,Ixora_cibdela,Rubiaceae,2.23,3,3.905706527
MDF,14,301,Xylia_xylocarpa,Fabaceae,7.96,10,49.76408427
DDF,3,1372,Tristaniopsis_burmanica,Myrtaceae,11.46,8,103.1475974
DEF,10,1274,Syzygium_albiflorum,Myrtaceae,0.96,2,0.723822947
MDF,16,680,Dalbergia_cultrata,Fabaceae,26.11,18,535.4311393
DEF,11,1779,Castanopsis_calathiformis,Fagaceae,2.55,3,5.107051557
DEF,12,2126,Engelhardia_serrata,Juglandaceae,2.07,3.5,3.36535259
MDF,14,382,Garuga_pinnata,Burseraceae,2.23,3,3.905706527
MDF,18,999,Vitex_pinnata,Verbenaceae,7.96,7,49.76408427
DDF,3,1634,Buchanania_lanzan,Anacardiaceae,4.46,1.5,15.62282611
DDF,3,1418,Dipterocarpus_tuberculatus,Dipterocarpaceae ,6.05,4.5,28.74753628
DEF,11,1534,Lindera_metcalfiana,Lauraceae,8.92,4,62.49130443
DDF,2,1048,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,1.5,7.942260388
DEF,11,1833,Tarennoidea_wallichii,Rubiaceae,1.91,2,2.86521104
MDF,14,326,Pterocarpus_macrocarpus,Fabaceae,19.43,19,296.5073631
DDF,6,3153,Wendlandia_tinctoria,Rubiaceae,5.73,6,25.78689936
DDF,1,253,Canarium_subulatum,Burseraceae,1.59,2,1.985565097
DEF,8,480,Rothmannia_sootepensis,Rubiaceae,1.27,1.5,1.266768698
DEF,11,1780,Castanopsis_calathiformis,Fagaceae,1.91,2.5,2.86521104
DDF,2,988,Tristaniopsis_burmanica,Myrtaceae,1.59,3,1.985565097
MDF,16,646,Eriolaena_candollei,Malvaceae,5.73,9,25.78689936
DEF,9,830,Rothmannia_sootepensis,Rubiaceae,0.96,2,0.723822947
DEF,12,1993,Dipterocarpus_alatus,Dipterocarpaceae ,0.64,1.5,0.321699088
DDF,3,1530,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,3,11.46084416
DEF,12,1978,Rapanea_yunnanensis,Primulaceae,0.96,2,0.723822947
DEF,11,1532,Castanopsis_calathiformis,Fagaceae,2.23,5,3.905706527
MDF,16,560,Shorea_obtusa,Dipterocarpaceae ,17.83,10,249.6850662
DDF,3,1320,Dipterocarpus_obtusifolius,Dipterocarpaceae ,5.73,5,25.78689936
DDF,1,376,Buchanania_lanzan,Anacardiaceae,2.23,1.7,3.905706527
DEF,8,473,Rothmannia_sootepensis,Rubiaceae,3.82,4,11.46084416
DEF,11,1603,Cryptocarya_pallens,Lauraceae,0.64,2,0.321699088
DDF,3,1256,Dipterocarpus_obtusifolius,Dipterocarpaceae ,30.25,13,718.6884069
DEF,9,726,Aphanamixis_polystachya,Meliaceae,0.96,2,0.723822947
DDF,4,2546,Garcinia_cowa,Clusiaceae,2.23,2.2,3.905706527
DDF,4,2445,Dalbergia_dongnaiensis,Fabacese,5.73,1.5,25.78689936
DDF,1,381,Garcinia_cowa,Clusiaceae,4.46,3,15.62282611
DDF,5,2655,Aporosa_villosa,Phyllanthaceae,2.55,2.5,5.107051557
MDF,18,1025,Antidesma_acidum,Phyllanthaceae,2.23,3,3.905706527
DEF,11,1673,Xanthophyllum_virens,Polygalaceae,1.27,2,1.266768698
DEF,11,1809,Lithocarpus_fenestus,Fagaceae,4.14,4,13.46141036
DDF,1,77,Dipterocarpus_tuberculatus,Dipterocarpaceae ,7.32,6,42.08351855
DEF,7,134,Turpinia_pomifera,Staphyleaceae,2.87,3,6.469246132
MDF,17,956,Bombax_anceps,Malvaceae,8.92,7.5,62.49130443
DDF,1,244,Shorea_siamensis,Dipterocarpaceae ,9.24,6,67.05541024
DDF,4,2261,Shorea_siamensis,Dipterocarpaceae ,4.78,2.5,17.9450914
DDF,3,1688,Dipterocarpus_obtusifolius,Dipterocarpaceae ,1.91,2,2.86521104
MDF,14,308,Tectona_grandis,Lamiaceae,12.74,16,127.4760909
MDF,13,163,Miliusa_lineata,Annonaceae,1.27,2,1.266768698
MDF,15,517,Lagerstroemia_duperreana,Lythraceae,24.2,18,459.9605804
MDF,14,247,Lagerstroemia_duperreana,Lythraceae,8.28,12,53.84564145
DEF,12,2053,Rothmannia_sootepensis,Rubiaceae,3.5,5.5,9.621127502
DDF,2,756,Tristaniopsis_burmanica,Myrtaceae,1.91,2.5,2.86521104
DEF,7,276,Lagerstroemia_duperreana,Lythraceae,2.87,4,6.469246132
DDF,4,2249,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,3,9.621127502
DEF,9,770,Castanopsis_calathiformis,Fagaceae,2.23,2.5,3.905706527
DEF,8,538,Canarium_subulatum,Burseraceae,2.55,5,5.107051557
DEF,9,908,Castanopsis_acuminatissima,Fagaceae,3.5,4,9.621127502
DEF,8,455,Colona_elobata,Tiliaceae,2.87,3,6.469246132
DDF,2,769,Craibiodendron_stellatum,Ericaceae,1.27,1.5,1.266768698
DDF,3,1769,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.82,5,11.46084416
DDF,2,1097,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,2,7.942260388
DDF,2,1072,Craibiodendron_stellatum,Ericaceae,1.59,2,1.985565097
DEF,7,46,Lithocarpus_fenestus,Fagaceae,11.46,10,103.1475974
MDF,16,649,Albizia_odoratissima,Fabaceae,1.59,3,1.985565097
DDF,4,2448,Shorea_siamensis,Dipterocarpaceae ,21.02,11,347.0206387
DEF,11,1824,Rothmannia_sootepensis,Rubiaceae,2.55,3,5.107051557
DDF,3,1313,Shorea_obtusa,Dipterocarpaceae ,10.19,8,81.55268223
DDF,6,3202,Lithocarpus_polystachyus,Fagaceae,0.64,2,0.321699088
DDF,4,2482,Dipterocarpus_obtusifolius,Dipterocarpaceae ,7.64,5,45.84337664
DDF,3,1623,Tristaniopsis_burmanica,Myrtaceae,3.18,4,7.942260388
DEF,11,1564,Ixora_cibdela,Rubiaceae,1.27,2,1.266768698
DDF,4,1929,Aporosa_villosa,Phyllanthaceae,3.18,2.5,7.942260388
DDF,2,491,Wendlandia_tinctoria,Rubiaceae,8.6,5,58.08804816
MDF,13,110,Xylia_xylocarpa,Fabaceae,6.05,5,28.74753628
DDF,4,2378,Shorea_obtusa,Dipterocarpaceae ,5.1,4,20.42820623
DDF,4,2056,Lophopetalum_duperreanum,Celastraceae,0.8,3,0.502654825
DEF,9,692,Colona_flagrocarpa,Tiliaceae,2.23,3.5,3.905706527
DEF,10,1398,Siphonodon_celastrineus,Celastraceae,1.27,2.5,1.266768698
DDF,6,3037,Wendlandia_tinctoria,Rubiaceae,8.28,8,53.84564145
DEF,12,2350,Rothmannia_sootepensis,Rubiaceae,2.87,5,6.469246132
DDF,1,313,Tristaniopsis_burmanica,Myrtaceae,3.5,5,9.621127502
DEF,9,730,Lithocarpus_fenestus,Fagaceae,7.32,8,42.08351855
DEF,11,1696,Dipterocarpus_turbinatus,Dipterocarpaceae ,101.91,25,8156.868943
DDF,4,2111,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.55,1.7,5.107051557
MDF,13,4,Pterocarpus_macrocarpus,Fabaceae,12.58,17,124.2942859
DDF,6,3034,Lithocarpus_polystachyus,Fagaceae,22.93,12,412.9504948
MDF,13,94,Canarium_subulatum,Burseraceae,16.72,20,219.5646539
DDF,4,1951,Aporosa_villosa,Phyllanthaceae,7.96,5,49.76408427
DEF,7,272,Elaeocarpus_sphaericus,Elaeocarpaceae,1.27,2,1.266768698
DEF,12,2095,Beilschmiedia_gammieana,Lauraceae,1.59,3,1.985565097
DEF,7,323,Phoebe_paniculata,Lauraceae,3.82,4,11.46084416
DDF,5,2759,Quercus_brandisiana,Fagaceae,2.23,5,3.905706527
DEF,7,26,Beilschmiedia_gammieana,Lauraceae,1.59,2,1.985565097
MDF,13,46,Vitex_pinnata,Verbenaceae,13.69,14,147.1962607
DEF,11,1742,Phoebe_lanceolata,Lauraceae,1.91,3,2.86521104
DDF,3,1798,Shorea_obtusa,Dipterocarpaceae ,3.5,1.5,9.621127502
DEF,11,1797,Rothmannia_sootepensis,Rubiaceae,3.5,3.5,9.621127502
DDF,3,1619,Craibiodendron_stellatum,Ericaceae,3.18,3,7.942260388
DDF,4,2123,Shorea_obtusa,Dipterocarpaceae ,2.87,2,6.469246132
DEF,7,2,Rothmannia_sootepensis,Rubiaceae,0.8,1.7,0.502654825
DDF,2,1176,Tristaniopsis_burmanica,Myrtaceae,2.23,3,3.905706527
DDF,6,3186,Dalbergia_cultrata,Fabaceae,2.55,3,5.107051557
DEF,12,2314,Dipterocarpus_turbinatus,Dipterocarpaceae ,1.59,3,1.985565097
MDF,17,933,Protium_serratum,Burseraceae,9.24,6,67.05541024
DDF,4,2227,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.87,1.5,6.469246132
DDF,1,356,Cratoxylum_formosum,Hypericaceae ,4.46,7,15.62282611
DEF,12,2046,Rothmannia_sootepensis,Rubiaceae,2.23,3,3.905706527
DDF,6,3197,Helicia_nilagirica,Proteaceae,2.87,3.5,6.469246132
DEF,11,1545,Garcinia_mckeaniana,Clusiaceae,1.59,2,1.985565097
DDF,3,1479,Aporosa_villosa,Phyllanthaceae,6.37,3.5,31.86902274
MDF,17,901,Shorea_siamensis,Dipterocarpaceae ,24.84,17,484.610773
DEF,12,1890,Rothmannia_sootepensis,Rubiaceae,3.5,4,9.621127502
DDF,5,2809,Wendlandia_tinctoria,Rubiaceae,2.23,5.5,3.905706527
DDF,2,1064,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,2,9.621127502
DDF,6,3173,Aporosa_villosa,Phyllanthaceae,2.23,3,3.905706527
DEF,12,1946,Rapanea_yunnanensis,Primulaceae,3.82,4,11.46084416
DDF,1,208,Dipterocarpus_obtusifolius,Dipterocarpaceae ,25.48,11,509.9043638
DDF,3,1610,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,3,7.942260388
MDF,13,7,Lannea_coromandelica,Anacardiaceae,23.89,22,448.2519431
DEF,7,353,Adenanthera_pavonina,Fabaceae,1.11,2.5,0.967689077
