community,plot,number,species,family,dbh,height,ba
DDF,2,856,Dipterocarpus_tuberculatus,Dipterocarpaceae ,2.87,1.7,6.469246132
MDF,18,1009,Strychnos_nux-vomica,Loganiaceae,18.79,17,277.2958957
DDF,5,2702,Aporosa_villosa,Phyllanthaceae,3.66,4,10.52087964
DDF,3,1905,Lithocarpus_polystachyus,Fagaceae,1.27,2,1.266768698
DEF,12,2269,Canarium_subulatum,Burseraceae,4.46,6,15.62282611
DDF,6,3374,Helicia_nilagirica,Proteaceae,1.59,1.7,1.985565097
DDF,2,564,Dipterocarpus_obtusifolius,Dipterocarpaceae ,8.6,5,58.08804816
DDF,2,850,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,4,9.621127502
MDF,14,395,Phyllanthus_columnaris,Phyllanthaceae,1.91,2,2.86521104
DDF,3,1476,Shorea_obtusa,Dipterocarpaceae ,12.1,9,114.9901451
DEF,7,163,Ixora_cibdela,Rubiaceae,1.27,2,1.266768698
DEF,12,2166,Scleropyrum_wallichianum,Santalaceae,2.07,6,3.36535259
DEF,10,1317,Rothmannia_sootepensis,Rubiaceae,5.1,5,20.42820623
DEF,10,1043,Castanopsis_acuminatissima,Fagaceae,1.59,4,1.985565097
DDF,3,1296,Schoepfia_fragrans,Olacaceae,5.41,7,22.98711199
DDF,5,2901,Semecarpus_cochinchinensis,Anacardiaceae,1.27,2,1.266768698
DEF,9,832,Turpinia_pomifera,Staphyleaceae,6.37,4,31.86902274
DDF,1,214,Shorea_siamensis,Dipterocarpaceae ,7.32,6,42.08351855
DDF,2,616,Shorea_siamensis,Dipterocarpaceae ,4.78,5,17.9450914
DEF,11,1575,Lindera_metcalfiana,Lauraceae,1.27,1.6,1.266768698
DDF,5,2642,Wendlandia_tinctoria,Rubiaceae,1.27,3,1.266768698
DDF,4,2368,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.18,4,7.942260388
MDF,14,361,Phyllanthus_columnaris,Phyllanthaceae,1.11,3,0.967689077
DDF,6,3027,Engelhardia_serrata,Juglandaceae,3.5,4.5,9.621127502
MDF,13,14,Terminalia_mucronata,Combretaceae,12.42,16,121.1526933
DDF,2,791,Shorea_obtusa,Dipterocarpaceae ,3.82,1.5,11.46084416
DDF,5,2873,Tristaniopsis_burmanica,Myrtaceae,1.27,3,1.266768698
DDF,5,2795,Anneslea_fragrans,Theaceae,3.18,2,7.942260388
DDF,2,737,Tristaniopsis_burmanica,Myrtaceae,1.91,3,2.86521104
DDF,6,3470,Styrax_benzoides,Styracaceae,2.23,5,3.905706527
DDF,6,3274,Vaccinium_sprengelii,Ericaceae,1.27,2,1.266768698
DDF,1,219,Shorea_siamensis,Dipterocarpaceae ,19.75,12,306.3543711
DEF,9,654,Colona_flagrocarpa,Tiliaceae,2.87,3,6.469246132
DDF,4,1910,Shorea_siamensis,Dipterocarpaceae ,3.18,2,7.942260388
DEF,12,2141,Rothmannia_sootepensis,Rubiaceae,0.96,3,0.723822947
DEF,10,1392,Eriobotrya_bengalensis,Rosaceae,2.07,4,3.36535259
DDF,4,2103,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,3,7.942260388
DDF,5,2625,Aporosa_villosa,Phyllanthaceae,15.92,7,199.0563371
DDF,3,1444,Shorea_siamensis,Dipterocarpaceae ,5.41,5,22.98711199
DDF,4,2424,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,2,7.942260388
MDF,13,103,Colona_flagrocarpa,Tiliaceae,14.33,13,161.2806489
DEF,10,1327,Castanopsis_diversifolia,Fagaceae,2.23,3.5,3.905706527
DDF,4,2017,Shorea_siamensis,Dipterocarpaceae ,5.73,4,25.78689936
MDF,16,609,Artocarpus_gomezianus,Moraceae,1.59,3,1.985565097
DDF,5,2796,Anneslea_fragrans,Theaceae,2.55,4,5.107051557
DDF,3,1801,Canarium_subulatum,Burseraceae,3.82,3,11.46084416
DEF,11,1811,Rothmannia_sootepensis,Rubiaceae,2.23,2.5,3.905706527
DEF,11,1594,Olea_salicifolia,Oleaceae,1.27,2.5,1.266768698
DDF,3,1686,Gluta_usitata,Anacardiaceae,2.23,4,3.905706527
DDF,1,53,Canarium_subulatum,Burseraceae,5.41,4,22.98711199
DDF,4,2166,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,6,11.46084416
DDF,4,2062,Shorea_siamensis,Dipterocarpaceae ,3.82,3.5,11.46084416
MDF,18,1058,Albizia_odoratissima,Fabaceae,12.74,15,127.4760909
DEF,8,544,Colona_elobata,Tiliaceae,1.27,2,1.266768698
DDF,4,2101,Lophopetalum_duperreanum,Celastraceae,2.07,2,3.36535259
DDF,1,406,Semecarpus_anacardium,Anacardiaceae,1.59,2.5,1.985565097
DEF,10,1388,Semecarpus_cochinchinensis,Anacardiaceae,1.91,3.5,2.86521104
DDF,2,1169,Tristaniopsis_burmanica,Myrtaceae,1.27,2.5,1.266768698
DDF,2,741,Tristaniopsis_burmanica,Myrtaceae,1.91,3.5,2.86521104
DDF,5,2741,Aporosa_villosa,Phyllanthaceae,2.87,2,6.469246132
DDF,6,3216,Styrax_benzoides,Styracaceae,2.55,4,5.107051557
MDF,13,29,Pterocarpus_macrocarpus,Fabaceae,16.56,13,215.3825658
DEF,11,1527,Elaeocarpus_sphaericus,Elaeocarpaceae,1.91,4,2.86521104
DDF,6,3207,Lithocarpus_polystachyus,Fagaceae,1.91,3,2.86521104
DDF,3,1518,Tristaniopsis_burmanica,Myrtaceae,1.27,1.5,1.266768698
DDF,6,3176,Lithocarpus_polystachyus,Fagaceae,0.96,2,0.723822947
DEF,10,1342,Psychotria_sp.,Rubiaceae,2.87,5,6.469246132
DEF,11,1483,Siphonodon_celastrineus,Celastraceae,1.59,3,1.985565097
MDF,16,758,Lagerstroemia_duperreana,Lythraceae,0.96,2,0.723822947
DDF,3,1431,Shorea_siamensis,Dipterocarpaceae ,11.15,10,97.64266317
DEF,8,526,Ixora_cibdela,Rubiaceae,1.91,3,2.86521104
DDF,6,3385,Syzygium_albiflorum,Myrtaceae,1.59,3,1.985565097
DEF,8,590,Rhus_javanica,Anacardiaceae,1.27,2,1.266768698
DEF,7,121,Xylia_xylocarpa,Fabaceae,66.56,25,3479.497333
MDF,18,1036,Colona_winitii,Tiliaceae,2.23,3,3.905706527
DDF,2,893,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,2,7.942260388
DEF,10,1321,Litsea_sp.3,Lauraceae,1.59,3,1.985565097
DEF,11,1512,Siphonodon_celastrineus,Celastraceae,2.87,3.5,6.469246132
DDF,6,3255,Monosis_volkameriifolia,Asteraceae,1.43,2,1.606060704
DDF,4,2233,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,2,11.46084416
DEF,11,1725,Xanthophyllum_virens,Polygalaceae,0.96,2,0.723822947
DEF,12,2224,Cratoxylum_formosum,Hypericaceae ,1.59,3,1.985565097
MDF,13,120,Bombax_anceps,Malvaceae,16.56,14,215.3825658
DDF,2,568,Dipterocarpus_obtusifolius,Dipterocarpaceae ,13.69,10,147.1962607
DDF,5,2824,Tristaniopsis_burmanica,Myrtaceae,1.59,2.5,1.985565097
DDF,2,1136,Tristaniopsis_burmanica,Myrtaceae,4.46,6,15.62282611
DDF,5,2771,Saurauia_roxburghii,Actinidiaceae,1.59,2,1.985565097
MDF,18,985,Canarium_subulatum,Burseraceae,20.38,12,326.2107289
DDF,2,1220,Quercus_kerrii,Fagaceae,3.18,4.5,7.942260388
DEF,11,1740,Ixora_sp.,Rubiaceae,1.27,2,1.266768698
DEF,10,1102,Castanopsis_acuminatissima,Fagaceae,0.64,2,0.321699088
MDF,14,368,Phyllanthus_columnaris,Phyllanthaceae,1.27,3,1.266768698
DDF,1,422,Gluta_usitata,Anacardiaceae,3.82,3,11.46084416
MDF,16,760,Shorea_obtusa,Dipterocarpaceae ,14.33,11,161.2806489
DEF,9,683,Sterculia_pexa,Malvaceae,2.55,2.5,5.107051557
MDF,18,968,Cratoxylum_formosum,Hypericaceae ,27.39,20,589.2152055
DDF,6,3053,Shorea_obtusa,Dipterocarpaceae ,2.23,2.5,3.905706527
DDF,4,2274,Aporosa_villosa,Phyllanthaceae,8.92,5,62.49130443
DEF,8,531,Turpinia_pomifera,Staphyleaceae,4.46,4,15.62282611
DEF,9,827,Ixora_cibdela,Rubiaceae,0.96,2,0.723822947
DEF,10,1369,Litsea_sp.3,Lauraceae,0.96,1.7,0.723822947
DEF,10,962,Castanopsis_acuminatissima,Fagaceae,1.59,3,1.985565097
DEF,12,2221,Engelhardia_serrata,Juglandaceae,7.64,6,45.84337664
MDF,16,599,Xylia_xylocarpa,Fabaceae,11.78,7,108.9884465
DDF,5,2665,Wendlandia_tinctoria,Rubiaceae,0.96,2.5,0.723822947
MDF,15,424,Tectona_grandis,Lamiaceae,18.47,22,267.9314363
DDF,4,2432,Shorea_obtusa,Dipterocarpaceae ,9.24,6,67.05541024
MDF,14,175,Canarium_subulatum,Burseraceae,8.92,12,62.49130443
DEF,12,2138,Cratoxylum_formosum,Hypericaceae ,3.5,6,9.621127502
DDF,4,2112,Shorea_siamensis,Dipterocarpaceae ,1.91,2,2.86521104
DEF,9,633,Xylia_xylocarpa,Fabaceae,4.46,3.5,15.62282611
MDF,15,409,Lagerstroemia_duperreana,Lythraceae,12.1,9,114.9901451
MDF,16,629,Shorea_siamensis,Dipterocarpaceae ,28.03,15,617.0723359
DEF,7,99,Cryptocarya_pallens,Lauraceae,2.55,5,5.107051557
DEF,10,1291,Castanopsis_acuminatissima,Fagaceae,2.55,5,5.107051557
DEF,8,567,Turpinia_pomifera,Staphyleaceae,1.59,2,1.985565097
DEF,7,301,Wendlandia_tinctoria,Rubiaceae,24.52,20,472.2052519
MDF,15,437,Lagerstroemia_duperreana,Lythraceae,6.69,10,35.15135874
DDF,2,1083,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,2,9.621127502
DDF,1,109,Quercus_kerrii,Fagaceae,12.1,12,114.9901451
DDF,1,342,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,3,13.46141036
DDF,2,841,Craibiodendron_stellatum,Ericaceae,3.82,4,11.46084416
DDF,5,2648,Wendlandia_tinctoria,Rubiaceae,21.02,10,347.0206387
DEF,11,1774,Garcinia_mckeaniana,Clusiaceae,20.7,12,336.535259
DDF,4,2225,Shorea_siamensis,Dipterocarpaceae ,3.18,4.5,7.942260388
DDF,2,468,Dipterocarpus_tuberculatus,Dipterocarpaceae ,61.78,15,2997.682891
DEF,11,1707,Cryptocarya_pallens,Lauraceae,2.55,4,5.107051557
DDF,1,62,Quercus_kerrii,Fagaceae,6.37,7,31.86902274
DEF,8,420,Colona_flagrocarpa,Tiliaceae,3.5,3,9.621127502
DDF,2,916,Tristaniopsis_burmanica,Myrtaceae,1.59,2,1.985565097
DDF,5,2799,Gluta_usitata,Anacardiaceae,4.78,4,17.9450914
DDF,4,1916,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,2.5,13.46141036
DDF,2,872,Phyllanthus_emblica,Phyllanthaceae,2.23,3,3.905706527
DEF,7,178,Tarennoidea_wallichii,Rubiaceae,1.27,2,1.266768698
DDF,3,1465,Quercus_kerrii,Fagaceae,10.19,10,81.55268223
DDF,6,3334,Dalbergia_cultrata,Fabaceae,21.34,15,357.6668679
MDF,14,339,Millettia_kangensis,Fabaceae,1.59,3.5,1.985565097
DEF,12,2130,Elaeocarpus_sphaericus,Elaeocarpaceae,2.71,4.5,5.768042652
DEF,12,2242,Shorea_roxburghii,Dipterocarpaceae ,44.59,25,1561.582114
DDF,5,2687,Tristaniopsis_burmanica,Myrtaceae,1.27,2,1.266768698
DEF,10,1258,Diospyros_glandulosa,Ebenaceae,2.87,5,6.469246132
DEF,9,844,Styrax_benzoides,Styracaceae,2.55,3,5.107051557
DDF,3,1299,Shorea_obtusa,Dipterocarpaceae ,17.83,8,249.6850662
DDF,2,1188,Tristaniopsis_burmanica,Myrtaceae,1.91,2,2.86521104
DEF,10,1387,Mesua_ferrea,Clusiaceae,39.17,25,1205.027684
DDF,1,73,Shorea_obtusa,Dipterocarpaceae ,6.37,7,31.86902274
DDF,3,1696,Buchanania_lanzan,Anacardiaceae,2.87,4,6.469246132
DEF,9,749,Elaeocarpus_sphaericus,Elaeocarpaceae,1.59,2,1.985565097
MDF,13,86,Xylia_xylocarpa,Fabaceae,7.96,9,49.76408427
DEF,10,984,Castanopsis_acuminatissima,Fagaceae,1.91,3,2.86521104
DEF,12,1901,Tarennoidea_wallichii,Rubiaceae,1.27,2,1.266768698
DEF,12,1917,Nephelium_hypoleucum,Sapindaceae,4.78,4,17.9450914
DDF,4,2353,Aporosa_villosa,Phyllanthaceae,13.38,6,140.605435
DDF,6,3313,Wendlandia_tinctoria,Rubiaceae,3.5,4.5,9.621127502
DEF,11,1531,Garcinia_merguensis,Clusiaceae,2.39,4,4.486272849
DDF,4,2301,Bridelia_retusa,Euphorbiaceae,4.46,4,15.62282611
DEF,9,836,Mallotus_philippensis,Euphorbiaceae,6.69,7,35.15135874
DEF,10,1276,Castanopsis_acuminatissima,Fagaceae,0.64,2,0.321699088
DEF,10,1390,Elaeocarpus_sphaericus,Elaeocarpaceae,1.91,3,2.86521104
DEF,12,1842,Engelhardia_serrata,Juglandaceae,2.87,4,6.469246132
DDF,6,3400,Engelhardia_serrata,Juglandaceae,2.55,3,5.107051557
DEF,11,1505,Quercus_semiserrata,Fagaceae,18.47,17,267.9314363
DDF,1,312,Tristaniopsis_burmanica,Myrtaceae,2.87,5,6.469246132
MDF,18,1003,Xylia_xylocarpa,Fabaceae,26.11,16,535.4311393
DDF,1,400,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,3,9.621127502
DDF,2,1062,Wendlandia_tinctoria,Rubiaceae,3.18,4,7.942260388
DDF,3,1861,Tristaniopsis_burmanica,Myrtaceae,1.91,3,2.86521104
DEF,10,1401,Garcinia_merguensis,Clusiaceae,1.59,2.5,1.985565097
DDF,1,386,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,3,9.621127502
DDF,5,2757,Quercus_brandisiana,Fagaceae,9.55,8,71.630276
DEF,7,203,Elaeocarpus_sphaericus,Elaeocarpaceae,1.91,3,2.86521104
DDF,5,2646,Wendlandia_tinctoria,Rubiaceae,1.59,3,1.985565097
DEF,12,2124,Rothmannia_sootepensis,Rubiaceae,2.23,3,3.905706527
DDF,1,249,Canarium_subulatum,Burseraceae,2.55,2.5,5.107051557
DDF,3,1512,Tristaniopsis_burmanica,Myrtaceae,3.5,2.5,9.621127502
DEF,7,351,Toona_ciliata,Meliaceae,13.69,20,147.1962607
DEF,10,1045,Castanopsis_acuminatissima,Fagaceae,1.59,7,1.985565097
DEF,10,1348,Eriobotrya_bengalensis,Rosaceae,1.11,2.5,0.967689077
DDF,6,3288,Wendlandia_tinctoria,Rubiaceae,5.1,5,20.42820623
DDF,6,3195,Pavetta_tomentosa,Rubiaceae,3.18,3,7.942260388
DDF,4,2065,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,1.8,7.942260388
MDF,13,21,Bombax_anceps,Malvaceae,15.92,15,199.0563371
DDF,2,570,Shorea_obtusa,Dipterocarpaceae ,6.05,5,28.74753628
DEF,11,1477,Phoebe_lanceolata,Lauraceae,1.59,2,1.985565097
MDF,16,728,Xylia_xylocarpa,Fabaceae,9.24,6,67.05541024
MDF,14,276,Pterocarpus_macrocarpus,Fabaceae,30.89,20,749.4207229
DEF,12,2016,Dipterocarpus_turbinatus,Dipterocarpaceae ,0.96,2,0.723822947
DDF,5,2898,Wendlandia_tinctoria,Rubiaceae,3.5,4,9.621127502
MDF,16,627,Dalbergia_oliveri,Fabaceae,1.27,2.5,1.266768698
DEF,7,177,Beilschmiedia_gammieana,Lauraceae,1.91,3,2.86521104
DDF,2,806,Tristaniopsis_burmanica,Myrtaceae,1.91,3,2.86521104
DDF,6,3322,Wendlandia_tinctoria,Rubiaceae,3.82,5.5,11.46084416
DDF,1,74,Gluta_usitata,Anacardiaceae,13.38,11,140.605435
DDF,5,2789,Wendlandia_tinctoria,Rubiaceae,0.64,3,0.321699088
DDF,5,2713,Wendlandia_tinctoria,Rubiaceae,4.14,6,13.46141036
DDF,4,2098,Dipterocarpus_obtusifolius,Dipterocarpaceae ,6.37,4.5,31.86902274
DDF,4,2127,Gluta_usitata,Anacardiaceae,2.87,2.5,6.469246132
DEF,12,2277,Tarennoidea_wallichii,Rubiaceae,5.1,6,20.42820623
MDF,14,333,Millettia_kangensis,Fabaceae,8.92,8,62.49130443
DEF,10,1319,Diospyros_glandulosa,Ebenaceae,3.82,6,11.46084416
DDF,3,1348,Gluta_usitata,Anacardiaceae,7.01,6,38.59454429
DDF,2,1091,Shorea_obtusa,Dipterocarpaceae ,3.82,2.5,11.46084416
DDF,6,3463,Monosis_volkameriifolia,Asteraceae,1.59,3,1.985565097
DDF,4,2511,Shorea_siamensis,Dipterocarpaceae ,3.5,4,9.621127502
DDF,6,3142,Shorea_obtusa,Dipterocarpaceae ,1.59,2,1.985565097
DEF,11,1672,Garcinia_merguensis,Clusiaceae,1.59,3,1.985565097
MDF,16,653,Shorea_obtusa,Dipterocarpaceae ,15.29,13,183.6136028
DEF,9,894,Rothmannia_sootepensis,Rubiaceae,3.5,5,9.621127502
DEF,7,229,Ficus_hirta,Moraceae,0.96,2,0.723822947
DDF,4,2471,Phyllanthus_emblica,Phyllanthaceae,2.23,3,3.905706527
DDF,2,1185,Craibiodendron_stellatum,Ericaceae,1.27,2.5,1.266768698
DDF,1,147,Gluta_usitata,Anacardiaceae,6.37,6,31.86902274
DEF,11,1490,Mallotus_philippensis,Euphorbiaceae,4.94,7,19.16654262
MDF,16,710,Wendlandia_tinctoria,Rubiaceae,6.69,6,35.15135874
DDF,6,3179,Lithocarpus_lindleyanus,Fagaceae,6.37,6,31.86902274
DDF,3,1390,Shorea_obtusa,Dipterocarpaceae ,11.46,5,103.1475974
DDF,1,297,Aporosa_villosa,Phyllanthaceae,4.46,2.5,15.62282611
DEF,7,291,Rothmannia_sootepensis,Rubiaceae,3.34,5,8.761587752
DDF,5,2599,Lophopetalum_duperreanum,Celastraceae,23.25,10,424.5567947
MDF,13,154,Lagerstroemia_loudonii,Lythraceae,2.23,2.5,3.905706527
DDF,2,868,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.23,2.5,3.905706527
DDF,6,3055,Aporosa_villosa,Phyllanthaceae,0.96,1.7,0.723822947
DDF,4,2339,Wendlandia_tinctoria,Rubiaceae,4.78,4,17.9450914
DEF,11,1627,Psychotria_sp.,Rubiaceae,0.96,2,0.723822947
DDF,4,2209,Dipterocarpus_obtusifolius,Dipterocarpaceae ,32.48,18,828.5561066
DEF,12,2237,Rothmannia_sootepensis,Rubiaceae,4.46,5,15.62282611
MDF,15,542,Phyllanthus_columnaris,Phyllanthaceae,2.23,2.5,3.905706527
DDF,3,1589,Tristaniopsis_burmanica,Myrtaceae,3.82,4,11.46084416
DDF,5,2605,Gluta_usitata,Anacardiaceae,2.23,1.7,3.905706527
DDF,5,2681,Aporosa_villosa,Phyllanthaceae,4.46,5,15.62282611
DDF,3,1776,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,2.5,11.46084416
DEF,7,112,Glochidion_sphaerogynum,Phyllanthaceae,1.27,1.6,1.266768698
DEF,9,759,Colona_flagrocarpa,Tiliaceae,1.27,1.8,1.266768698
DEF,7,309,Ixora_cibdela,Rubiaceae,2.55,3,5.107051557
DEF,12,1894,Lithocarpus_polystachyus,Fagaceae,3.82,3,11.46084416
DDF,1,216,Shorea_siamensis,Dipterocarpaceae ,19.75,15,306.3543711
DEF,9,746,Xylia_xylocarpa,Fabaceae,44.59,19,1561.582114
DEF,7,220,Rothmannia_sootepensis,Rubiaceae,6.53,5.5,33.49008455
DEF,10,1125,Castanopsis_acuminatissima,Fagaceae,2.87,3,6.469246132
DEF,11,1423,Siphonodon_celastrineus,Celastraceae,0.96,2,0.723822947
DEF,8,541,Rothmannia_sootepensis,Rubiaceae,4.46,4.5,15.62282611
DEF,12,2212,Rothmannia_sootepensis,Rubiaceae,4.14,4,13.46141036
DDF,1,345,Buchanania_lanzan,Anacardiaceae,2.55,4,5.107051557
DEF,11,1663,Semecarpus_cochinchinensis,Anacardiaceae,1.59,3,1.985565097
DEF,12,2298,Syzygium_albiflorum,Myrtaceae,1.27,3,1.266768698
MDF,16,735,Antidesma_acidum,Phyllanthaceae,2.23,2.5,3.905706527
DDF,3,1427,Shorea_siamensis,Dipterocarpaceae ,5.1,5.5,20.42820623
DDF,4,2430,Shorea_obtusa,Dipterocarpaceae ,3.18,2.5,7.942260388
DDF,1,316,Albizia_odoratissima,Fabaceae,2.87,6,6.469246132
DDF,4,2485,Gluta_usitata,Anacardiaceae,2.87,3,6.469246132
MDF,15,492,Lagerstroemia_duperreana,Lythraceae,10.03,8,79.0117621
DDF,4,2324,Shorea_siamensis,Dipterocarpaceae ,2.87,3.5,6.469246132
MDF,15,471,Albizia_odoratissima,Fabaceae,21.66,22,368.4739466
DDF,1,206,Dipterocarpus_obtusifolius,Dipterocarpaceae ,10.51,6,86.75515967
DEF,9,829,Ixora_cibdela,Rubiaceae,0.96,2,0.723822947
DEF,11,1429,Castanopsis_acuminatissima,Fagaceae,1.91,5,2.86521104
DEF,7,23,Rothmannia_sootepensis,Rubiaceae,2.55,4,5.107051557
DEF,7,54,Castanopsis_acuminatissima,Fagaceae,2.23,3,3.905706527
DDF,2,1183,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.18,2.5,7.942260388
MDF,14,392,Millettia_kangensis,Fabaceae,1.59,3,1.985565097
MDF,16,870,Antidesma_acidum,Phyllanthaceae,1.91,2,2.86521104
MDF,18,1046,Lagerstroemia_duperreana,Lythraceae,21.02,16,347.0206387
DDF,1,446,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.55,2,5.107051557
DDF,5,2637,Wendlandia_tinctoria,Rubiaceae,5.73,6,25.78689936
DEF,7,346,Olea_salicifolia,Oleaceae,2.87,3,6.469246132
DDF,2,1016,Craibiodendron_stellatum,Ericaceae,1.59,2,1.985565097
DEF,9,781,Tarennoidea_wallichii,Rubiaceae,20.7,12,336.535259
DDF,6,3060,Aporosa_villosa,Phyllanthaceae,2.23,2.5,3.905706527
MDF,17,926,Vitex_peduncularis,Verbenaceae,27.07,16,575.5279146
DEF,7,295,Turpinia_pomifera,Staphyleaceae,3.82,4.5,11.46084416
DDF,4,2528,Shorea_siamensis,Dipterocarpaceae ,2.23,2,3.905706527
DDF,3,1485,Gluta_usitata,Anacardiaceae,14.97,12,176.0084353
DEF,7,208,Styrax_benzoides,Styracaceae,1.27,3,1.266768698
DEF,8,533,Xylia_xylocarpa,Fabaceae,13.38,15,140.605435
DEF,11,1635,Aphanamixis_polystachya,Meliaceae,1.27,1.6,1.266768698
DDF,1,167,Shorea_siamensis,Dipterocarpaceae ,12.74,8,127.4760909
DEF,11,1787,Phoebe_lanceolata,Lauraceae,3.18,6,7.942260388
DDF,4,2343,Gluta_usitata,Anacardiaceae,1.91,2,2.86521104
DEF,11,1455,Castanopsis_acuminatissima,Fagaceae,1.27,2.5,1.266768698
DDF,4,2200,Tristaniopsis_burmanica,Myrtaceae,3.82,5,11.46084416
DEF,11,1735,Ostodes_paniculata,Euphorbiaceae,21.34,14,357.6668679
DDF,4,2201,Garcinia_cowa,Clusiaceae,4.14,2.5,13.46141036
MDF,16,626,Lagerstroemia_duperreana,Lythraceae,2.87,4,6.469246132
MDF,15,530,Pterocarpus_macrocarpus,Fabaceae,15.92,19,199.0563371
DEF,11,1682,Ficus_hispida,Moraceae,2.23,3,3.905706527
DDF,3,1308,Dipterocarpus_obtusifolius,Dipterocarpaceae ,15.92,9,199.0563371
DEF,9,618,Rapanea_yunnanensis,Primulaceae,2.23,4,3.905706527
DDF,6,3343,Pavetta_tomentosa,Rubiaceae,1.91,4,2.86521104
DEF,12,1845,Olea_salicifolia,Oleaceae,5.41,6,22.98711199
MDF,13,54,Terminalia_mucronata,Combretaceae,9.24,14,67.05541024
DEF,12,2017,Glochidion_sphaerogynum,Phyllanthaceae,0.96,2,0.723822947
DDF,3,1791,Diospyros_ehretioides,Ebenaceae,1.59,2.5,1.985565097
DDF,1,377,Canarium_subulatum,Burseraceae,3.82,4,11.46084416
DEF,8,435,Turpinia_pomifera,Staphyleaceae,0.96,2,0.723822947
DDF,4,2489,Gluta_usitata,Anacardiaceae,4.78,5,17.9450914
DDF,5,2914,Wendlandia_tinctoria,Rubiaceae,2.07,3,3.36535259
DEF,12,2322,Syzygium_albiflorum,Myrtaceae,1.91,3.5,2.86521104
DDF,4,2253,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,2,7.942260388
DEF,12,1926,Engelhardia_serrata,Juglandaceae,0.96,1.8,0.723822947
DEF,9,888,Polyalthia_viridis,Annonaceae,0.96,2,0.723822947
DEF,12,2163,Garcinia_merguensis,Clusiaceae,3.82,5,11.46084416
DDF,1,252,Catunaregam_spathulifolia,Rubiaceae,3.5,3,9.621127502
DDF,2,1212,Buchanania_lanzan,Anacardiaceae,2.87,2.5,6.469246132
DEF,9,634,Schima_wallichii,Theaceae,45.54,25,1628.830654
DDF,3,1888,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,3,13.46141036
DEF,7,71,Artocarpus_thailandicus,Moraceae,1.59,3,1.985565097
DDF,5,2876,Wendlandia_tinctoria,Rubiaceae,1.91,4,2.86521104
MDF,16,842,Cratoxylum_formosum,Hypericaceae ,30.89,20,749.4207229
DDF,2,500,Aporosa_villosa,Phyllanthaceae,6.05,3,28.74753628
DDF,2,1106,Shorea_siamensis,Dipterocarpaceae ,3.5,4,9.621127502
DDF,4,2279,Shorea_siamensis,Dipterocarpaceae ,3.5,2.5,9.621127502
DDF,6,3312,Lithocarpus_polystachyus,Fagaceae,1.91,3,2.86521104
DDF,1,379,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.46,2.5,15.62282611
MDF,13,147,Schleichera_oleosa,Sapindaceae,3.82,2.5,11.46084416
MDF,15,451,Lagerstroemia_duperreana,Lythraceae,5.89,8,27.24711162
MDF,16,885,Wendlandia_tinctoria,Rubiaceae,6.05,8,28.74753628
DDF,4,2517,Shorea_siamensis,Dipterocarpaceae ,3.5,2.2,9.621127502
DDF,3,1744,Dalbergia_oliveri,Fabaceae,4.14,6,13.46141036
DEF,12,1895,Cratoxylum_formosum,Hypericaceae ,4.46,4,15.62282611
DDF,1,93,Lithocarpus_sootepensis,Fagaceae,8.92,6,62.49130443
DDF,3,1293,Lithocarpus_tenuinervis,Fagaceae,6.69,7,35.15135874
DDF,2,903,Tristaniopsis_burmanica,Myrtaceae,2.23,3,3.905706527
DDF,1,460,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,1.7,7.942260388
DEF,12,2274,Lithocarpus_polystachyus,Fagaceae,26.43,16,548.6358815
DEF,7,8,Rothmannia_sootepensis,Rubiaceae,1.59,3,1.985565097
DDF,2,644,Dipterocarpus_obtusifolius,Dipterocarpaceae ,4.78,5,17.9450914
DDF,4,2085,Garcinia_cowa,Clusiaceae,1.91,1.8,2.86521104
DDF,2,1088,Quercus_kerrii,Fagaceae,2.55,3,5.107051557
DEF,12,2139,Quercus_kingiana,Fagaceae,0.96,2.5,0.723822947
DEF,11,1538,Garcinia_merguensis,Clusiaceae,0.96,2,0.723822947
DDF,2,921,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,2,9.621127502
DEF,12,2338,Engelhardia_serrata,Juglandaceae,18.79,12,277.2958957
DDF,6,3052,Aporosa_villosa,Phyllanthaceae,5.41,4,22.98711199
